1	vanilla	12	10	120	1500	1380
6		choco			12	 		60			720         1000        280        
1		vanilla			120	 		130			15600         20000        4400        
2		choco			12	 		50			600         1000        400        
5		adaef			23	 		3			69         456        387        
1		5			0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
0					0	 		0			0         32763        32763        
